"name","page","address","bytes","disabled","scale_minimum","scale_maximum","display_minimum","display_maximum","display_interval","units","short_desc","long_desc"
"1D_OXYGENSENSOR4","0x00","0x7312","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oxygen Sensor 4 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_HYDPRESS_UL","0x00","0x7120","2","DISABLED","0.000000","500.000000","0.000000","500.000000","100.000000","Bar"," Hydraulic Pressure Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_HYDPRESS_LL","0x00","0x7220","2","DISABLED","0.000000","500.000000","0.000000","500.000000","100.000000","Bar"," Hydraulic Pressure Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_HYDPRESS_D","0x00","0x7320","2","DISABLED","0.000000","500.000000","0.000000","500.000000","100.000000","Bar"," Hydraulic Pressure Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_OILPRESSVOLTS_UL","0x01","0xd9ec","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oil Pressure Volts Upper Limit"," Oil Pressure Volts Upper Limit"
"1D_OILPRESSVOLTS_D","0x01","0xd9f0","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oil Pressure Volts Default"," Oil Pressure Volts Default"
"1D_OILPRESSVOLTS_LL","0x01","0xd9ee","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oil Pressure Volts Lower Limit"," Oil Pressure Volts Lower Limit"
"1D_OILPRESSPSI_UL","0x00","0x7122","2","","0.000000","963.400024","0.000000","250.000000","50.000000","psi"," Oil Pressure Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_OILPRESSPSI_LL","0x00","0x7222","2","","0.000000","963.400024","0.000000","250.000000","50.000000","psi"," Oil Pressure Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_OILPRESSPSI_D","0x00","0x7322","2","","0.000000","963.400024","0.000000","250.000000","50.000000","psi"," Oil Pressure Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_OILPRESSBAR_UL","0x00","0x7122","2","","0.000000","65.535004","0.000000","20.000000","5.000000","Bar"," Oil Pressure Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_OILPRESSBAR_LL","0x00","0x7222","2","","0.000000","65.535004","0.000000","20.000000","5.000000","Bar"," Oil Pressure Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_OILPRESSBAR_D","0x00","0x7322","2","","0.000000","65.535004","0.000000","20.000000","5.000000","Bar"," Oil Pressure Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_FUELPRESSVOLTS_UL","0x01","0xd9f2","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Fuel Pressure Volts Upper Limit"," Fuel Pressure Volts Upper Limit"
"1D_FUELPRESSVOLTS_LL","0x01","0xd9f4","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Fuel Pressure Volts Lower Limit"," Fuel Pressure Volts Lower Limit"
"1D_FUELPRESSVOLTS_D","0x01","0xd9f6","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Fuel Pressure Volts Default"," Fuel Pressure Volts Default"
"1D_FUELPRESSPSI_UL","0x00","0x1cde","2","","0.000000","963.000000","0.000000","250.000000","50.000000","psi"," Fuel Pressure Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_FUELPRESSPSI_LL","0x00","0x1ce0","2","","0.000000","963.000000","0.000000","250.000000","50.000000","psi"," Fuel Pressure Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_FUELPRESSPSI_D","0x00","0x1ce2","2","","0.000000","963.000000","0.000000","250.000000","50.000000","psi"," Fuel Pressure Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_FUELPRESSBAR_UL","0x00","0x1cde","2","","0.000000","65.500000","0.000000","20.000000","5.000000","Bar"," Fuel Pressure Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_FUELPRESSBAR_LL","0x00","0x1ce0","2","","0.000000","65.500000","0.000000","20.000000","5.000000","Bar"," Fuel Pressure Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_FUELPRESSBAR_D","0x00","0x1ce2","2","","0.000000","65.500000","0.000000","20.000000","5.000000","Bar"," Fuel Pressure Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_FUELLEVEL_UL","0x00","0x7126","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Fuel Tank Level Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_FUELLEVEL_LL","0x00","0x7226","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Fuel Tank Level Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_FUELLEVEL_D","0x00","0x7326","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Fuel Tank Level Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_MAPPINGPOT1_3","0x00","0x7168","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 1 Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_MAPPINGPOT1_2","0x00","0x7268","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 1 Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_MAPPINGPOT1","0x00","0x7368","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 1 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_MAPPINGPOT2_3","0x00","0x716a","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 2 Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_MAPPINGPOT2_2","0x00","0x726a","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 2 Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_MAPPINGPOT2","0x00","0x736a","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 2 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_MAPPINGPOT3_3","0x00","0x716c","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 3 Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_MAPPINGPOT3_2","0x00","0x726c","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 3 Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_MAPPINGPOT3","0x00","0x736c","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 3 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_MAPPINGPOT4_UL","0x00","0x7132","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 4 Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_MAPPINGPOT4_LL","0x00","0x7232","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 4 Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_MAPPINGPOT4_D","0x00","0x7332","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 4 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_MAPPINGPOT5_UL","0x00","0x7102","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 5 Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_MAPPINGPOT5_LL","0x00","0x7202","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 5 Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_MAPPINGPOT5_D","0x00","0x7302","2","DISABLED","-100.000000","100.000000","-100.000000","100.000000","10.000000",""," Mapping Pot 5 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_STRAINSHIFTUPABOVE","0x01","0xdbd2","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Analogue Gear Shift Up Above"," Analogue Gear Shift Up Above. The ECU will interpret a voltage above this as an upshift request."
"1D_STRAINSHIFTHYSTERESIS","0x01","0xdbd8","2","","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Analogue Gear Shift Hysteresis"," Analogue Gear Shift Hysteresis. The shift request occurs at the voltages defined above; but is only released when the voltage has returned a further amount defined by this parameter."
"1D_TPSSITEFORIDLEIGN","0x00","0x7244","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," For Idle Ign TPS must be below"," Set the threshold that the TPS site must be below in order to use the Engine Temp at Idle Map."
"1D_PEDALSITEFORIDLEIGN","0x00","0x7245","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," For Idle Ign Pedal must be below"," Set the threshold that the Pedal site must be below in order to use the Engine Temp at Idle Map. If no pedal is fitted then set this map to its maximum value."
"1D_NOAIRTEMPLESSTHANTPS","0x00","0x7235","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Inhibit Air Temp Ign comp below TPS"," Inhibit Air Temp Ign comp below TPS"
"1D_DWELLTIME","0x00","0x7008","2","","0.000000","105.000000","0.000000","120.000000","20.000000","ms"," Set Dwell Time"," The length of time the coil is switched for. Note: this value is limited internaly to a maximum of 4 ms"
"1D_COARSE(BIGGER#->EARLIERSPARK)","0x00","0x7002","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000",""," Coarse(bigger # -> earlier spark)"," Every time this number is increased by 1; the ignition will advance by 30� Any number bigger that 23 will be limited internally to 23."
"1D_FINE(BIGGER#->LATERSPARK)","0x00","0x7004","2","DISABLED","0.000000","30.000000","0.000000","30.000000","5.000000","-"," Fine (bigger # -> later spark)"," Allows 0 - 30� adjustment of the ignition timing. Note; this value does not take effect during cranking."
"1D_CRANKINGTOOTHOFFSET","0x00","0x7006","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000",""," Cranking Tooth Offset"," Determines ignition timing during cranking in steps of one crank tooth. Common Examples are:- VW I4; 2; GM/Opel/Vauxhall 0 ;Ford I4 0."
"1D_CRANKEXITSPEED_2","0x00","0x7016","2","DISABLED","0.000000","65535.000000","0.000000","2000.000000","250.000000","rpm"," Crank Exit Speed"," The threshold at which the ECU changes from Cranking Maps to Running maps. Once the engine speed is above this number the ECU will not go back into cranking until the speed goes below the Crank Entry Speed. If the number is not in the range 350 -> 1000 rpm; the ECU will use a default of 650 rpm."
"1D_CRANKENTRYSPEED_2","0x00","0x7018","2","DISABLED","0.000000","65535.000000","0.000000","2000.000000","250.000000","rpm"," Crank Entry Speed"," The threshold at which the ECU changes from Running maps to Cranking Maps. If the Engine speed is below this number the ECU will remain in cranking mode until the speed exceeds the Crank Exit Speed. If the number is not in the range 350 -> 1000 rpm; the ECU will use the Crank Exit Speed."
"1D_KNKIMMEDIATERETARD","0x00","0xf008","1","DISABLED","0.000000","60.000000","0.000000","60.000000","10.000000","deg"," KNK Immediate Retard"," Amount of Retard on first detection of KNK"
"1D_KNKMAXRETARD","0x00","0xf009","1","DISABLED","-30.000000","30.000000","-30.000000","30.000000","10.000000","deg"," KNK Max Retard"," Maximum amount of retard due to Knk"
"1D_POSTKNKREVS","0x00","0xf007","1","DISABLED","0.000000","255.000000","0.000000","255.000000","10.000000","Eng Revs"," Post KNK Revs"," Number of Revs after initial Retard before Ignition Adavnce reinstatement or further retard if KNK still present"
"1D_KNKADVANCERATE","0x00","0xf00a","1","DISABLED","0.000000","255.000000","0.000000","255.000000","10.000000","Deg"," KNK Advance Rate"," Rate at which Ignition is reinstated in  degrees per rev after a KNK event"
"1D_BALANCEBANK1","0x00","0xf002","1","DISABLED","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Balance Bank 1"," Balance for Bank 1"
"1D_INTTIME","0x00","0xf003","1","DISABLED","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Integrate Time"," Int Time"
"1D_BALANCEBANK2","0x00","0xf006","1","DISABLED","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Balance Bank 2"," Balance for Bank 2"
"1D_COARSEKNK360","0x00","0xf00b","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000",""," KNK 360"," KNK 360"
"1D_KNOCKWINDOWWIDTH","0x00","0xf00c","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000",""," Knock Integrate Window Width"," Number of teeth the Knock Chip integrates for"
"1D_THROTTLEPERIODFORACCEL","0x00","0x719a","1","","0.000000","255.000000","0.000000","255.000000","25.000000","ms"," Throttle Period for Accel"," Defines how often the throttle is sampled during the acceleration detection."
"1D_ACCELTHRESHOLD","0x00","0xf46c","2","","0.000000","5000.000000","0.000000","5000.000000","100.000000","V"," Change of Load Threshold"," No Accel / Decel fuel will be granted unless the rate of change of load is greater than this threshold."
"1D_ACCELFUELDECAYREVS","0x00","0x7260","1","","256.000000","1.000000","256.000000","1.000000","-25.000000","-"," Accel Fuel Decays every x Revs"," Accel Fuel Decays every x Revs"
"1D_DECELFUELDECAYREVS","0x00","0x7261","1","","256.000000","1.000000","256.000000","1.000000","-25.000000","-"," Decel Fuel Decays every x Revs"," Decel Fuel Decays every x Revs"
"1D_DECELFUELSCALING","0x00","0x7138","1","","0.000000","255.000000","0.000000","255.000000","25.000000","-"," Decel Fuel Scaling"," Set to 1 to run as pre Version 800 software."
"1D_BLATONLYUDERTPS","0x00","0xf477","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Async Accel only below this TPS Site"," Async Accel only below this TPS Site"
"1D_BLATINHIBITLAMBDATIMER","0x00","0xf478","1","","0.000000","26.870001","0.000000","30.000000","1.000000","s"," Inhibit Lambda Timer"," Closed loop control will be suspended for this length of time after an Async Accel Event."
"1D_INJSTOPOFFSET","0x00","0x70b6","2","DISABLED","0.000000","720.000000","0.000000","720.000000","60.000000",""," Inj Stop Offset"," Inj Stop Offset"
"1D_OXYGENSENSOR1_3_2","0x00","0x710c","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oxygen Sensor 1 Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_OXYGENSENSOR1_2_2","0x00","0x720c","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oxygen Sensor 1 Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_OXYGENSENSOR1_4","0x00","0x730c","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oxygen Sensor 1 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_OXYGENSENSOR2_3_2","0x00","0x710e","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oxygen Sensor 2 Upper Limit"," The maximum reading that would normally be seen on this input. If the reading exceeds this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its maximum."
"1D_OXYGENSENSOR2_2_2","0x00","0x720e","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oxygen Sensor 2 Lower Limit"," The minimum reading that would normally be seen on this input. If the reading goes below this value the ECU will assume a fault condition and use the Default value. A fault will be flagged and the fault light turned on. To prevent a fault being generated when an input is unused set this value to its minimum."
"1D_OXYGENSENSOR2_4","0x00","0x730e","2","DISABLED","0.000000","5.000000","0.000000","5.000000","0.500000","V"," Oxygen Sensor 2 Default"," The value that the ECU will use if the input is in fault condition. This does not have to be within the values specified as 'normal' in the upper and lower limits."
"1D_WARMUPTIMER","0x00","0x700a","2","","0.000000","6881.000000","0.000000","7000.000000","1000.000000","s"," Lambda Sensor Warm Up timer"," The number of seconds delay; after starting the engine; before the closed loop lambda becomes operational. Used primarliy to allow the Lambda sensor(s) to reach operating temperature before initiating Closed Loop Fuel Control."
"1D_COOLANTTEMPTHRESHOLD","0x00","0x7030","2","","-30.000000","130.000000","-30.000000","130.000000","10.000000",""," Coolant Temp Threshold"," Engine Coolant Tempeature is required to be over this temperature for Closed Loop Fueling Control to be activated."
"1D_TPSVARIANCETHRESHOLD","0x01","0x120e","1","","0.000000","100.000000","0.000000","100.000000","101.000000",""," TPS Variance"," An arbitary measure of the TPS stability. Used to inhibit Closed Loop Fuelling Control in the event that the TPS is not stable."
"1D_FUELPROPORTIONALGAIN","0x01","0x3d7d","1","","0.000000","200.000000","0.000000","200.000000","10.000000",""," Fuel Control Proportional Gain"," Fuel Control Proportional Gain. Recommended setting is 90%/Lambda"
"1D_FUELINTEGRALGAIN","0x01","0x3d7e","1","","0.000000","200.000000","0.000000","200.000000","10.000000",""," Fuel Control Integral Gain"," Fuel Control Integral Gain. Recommended setting is 5%/Lambda/sec"
"1D_LAMBDAINTEGRALSTORELIMIT","0x01","0x4c02","2","","0.000000","50.000000","0.000000","50.000000","10.000000",""," Short Term Trim Limit"," Short Term Trim Limit. This sets the limit for the short Term Trim. This works in both righ and lean directions. Anything over 37.5% is limited by the ECU to 37.5%"
"1D_HIGHLOADLAMBDAINTEGRALSTORELIMIT","0x01","0xd876","2","","0.000000","50.000000","0.000000","50.000000","10.000000",""," High Load Short Term Trim Limit"," High Load Short Term Trim Limit. This sets the limit for the short Term Trim when the load input is above the <Lambda Short Term High Load Threshold>. This works in both righ and lean directions. Anything over 37.5% is limited by the ECU to 37.5%"
"1D_LAMBDASHORTERMHIGHLOADTHRESHOLD","0x01","0xd8c4","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Lambda Short Term High Load Threshold"," Lambda Short Term High Load Threshold. If the input load is above this threshold then the <High Load Short Term Trim Limit> is used instead of the <Short Term Trim Limit>"
"1D_ONLYADAPTIFSPEEDWITHINSITE","0x00","0xf50b","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Only Adapt If Speed Within Site"," Only Adapt If Speed Within Site. This limits the adaption to altering the adaptive fuel map only when close to an exact speed site. If set to 0.1 then the speed must be within 0.1 of a site. If this value is greater than 0.5 then this will not limit the adaption."
"1D_ONLYADAPTIFLOADWITHINSITE","0x00","0xf50a","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Only Adapt If Load Within Load Site"," Only Adapt If Load Within Load Site. This limits the adaption to altering the adaptive fuel map only when close to an exact load site. If set to 0.1 then the load must be within 0.1 of a site. If this value is greater than 0.5 then this will not limit the adaption."
"1D_ONLYADAPTABOVECOOLANT","0x00","0xf502","2","","-30.000000","130.000000","-30.000000","130.000000","10.000000",""," Adapt Over Coolant Temp"," Adapt Over Coolant Temp"
"1D_ONLYADAPTUNDERCOOLANT","0x00","0xf504","2","","-30.000000","130.000000","-30.000000","130.000000","10.000000",""," Adapt Under Coolant Temp"," Adapt Under Coolant Temp"
"1D_ONLYADAPTABOVEAIRTEMP","0x00","0xf506","2","","-30.000000","130.000000","-30.000000","130.000000","10.000000",""," Adapt Over Air Temp"," Adapt Over Air Temp"
"1D_ONLYADAPTUNDERAIRTEMP","0x00","0xf508","2","","-30.000000","130.000000","-30.000000","130.000000","10.000000",""," Adapt Under Air Temp"," Adapt Under Air Temp"
"1D_ONLYADAPTOVERLOADSITE","0x01","0xd87c","1","","16.000000","0.000000","0.000000","16.000000","1.000000","Site"," Adaptive Over Load Site"," Adaptive Over Load Site. This is the minimum load site for the system to write to the adaptive map."
"1D_ONLYADAPTUNDERLOADSITE","0x01","0xd87d","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Adaptive Under Load Site"," Adaptive Under Load Site. This is the maximum load site for the system to write to the adaptive map."
"1D_ADAPTIVEFUELLIMIT","0x01","0x4c04","2","","0.000000","50.000000","0.000000","50.000000","10.000000",""," Adaptive Fuel Limit"," Adaptive Fuel Limit. This sets the maximum amount that the adaptive maps can alter the fuel by. This works in both rich and lean directions."
"1D_FUELADAPTTHRESHOLD","0x01","0x4c06","2","","0.000000","25.000000","0.000000","25.000000","5.000000",""," Short to Long Term Trim Threshold"," Short to Long Term Trim Threshold. When The Short Term Trim exceeds this amount the adaptive map will be modified accordingly This is internally limited to 20%; anything over this value results in a Short to Long Term Trim Threshold of 3%"
"1D_LAMBDA_ADAPTIONRATE","0x01","0xd89e","2","","0.000000","2000.000000","0.000000","100.000000","10.000000",""," Lambda Adaption Rate"," Lambda Adaption Rate"
"1D_BOOSTPGAIN","0x00","0x7180","1","","-128.000000","127.000000","-128.000000","127.000000","16.000000","-"," Boost Proportional Gain"," The proportional gain for the closed loop boost control. Don't mess with this number without consulting MBE first."
"1D_BOOSTIGAIN","0x00","0x7181","1","","-128.000000","127.000000","-128.000000","127.000000","16.000000","-"," Boost Integral Gain"," The integral gain for the closed loop boost control. Don't mess with this number without consulting MBE first."
"1D_BOOSTDGAIN","0x00","0x7182","1","","-128.000000","127.000000","-128.000000","127.000000","16.000000","-"," Boost Differential Gain"," The differential gain for the closed loop boost control. Don't mess with this number without consulting MBE first."
"1D_WASTEGATEFREQUENCY","0x00","0x70af","1","","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Wastegate Frequency"," The frequency of the PWM signal applied to the wastegate drive."
"1D_VCAM_PGAIN","0x00","0x709a","1","","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Variable Cam Proportional Gain"," The gain for the proportional term in the control loop. You would not normally need to adjust this map. Suggested Values: Ford Zetec 60;"
"1D_VCAM_IGAIN","0x00","0x709b","1","","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Variable Cam Integral Gain"," The gain for the integral term in the control loop. You would not normally need to adjust this map. Suggested Values: Ford Zetec 30;"
"1D_VCAM_DGAIN","0x00","0x709c","1","","0.000000","255.000000","0.000000","255.000000","16.000000","-"," Variable Cam Differential Gain"," The gain for the differential term in the control loop. You would not normally need to adjust this map. Suggested Values: Ford Zetec 0;"
"1D_CAM1PHASEOFFSET","0x00","0x7096","2","DISABLED","0.000000","72.000000","0.000000","72.000000","9.000000",""," Variable Cam1 Offset"," Adjust this number to get zero in the Cam Phase realtime display when the cam shaft is at one end of its travel."
"1D_VARCAMPILOTDC","0x01","0xd6f9","1","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Var Cam Pilot Duty Cycle"," Var Cam Pilot Duty Cycle. This is the base duty cycle that the control loop works from. It should be set to just less than the duty cycle needed for the cam to start moving. Suggested Values: Ford Zetec 85%;"
"1D_EGASFAILUPPERSPEED","0x00","0x7022","2","DISABLED","0.000000","65535.000000","0.000000","2000.000000","250.000000","rpm"," EGas Fail Upper Speed"," The engine speed above which the fuel is cut if a fault is detected with the EGas unit. If this value is not less than 3500 rpm; the ECU will use a default value of 2000 rpm."
"1D_EGASFAILLOWERSPEED","0x00","0x7024","2","DISABLED","0.000000","65535.000000","0.000000","2000.000000","250.000000","rpm"," EGas Fail Lower Speed"," The engine speed below which the fuel is re-instated if a fault is detected with the EGas unit. If this value is not less than the upper speed threshold then the upper speed threshold less 50 rpm will be used here."
"1D_EGASA_RESTING_POS","0x00","0x704e","2","DISABLED","0.000000","320.000000","0.000000","5.000000","0.500000","V"," EGas Resting Position A"," This represents the voltage read from the EGas Throttle Pot when there is no power applied. This value is adjusted at power up if necessary."
"1D_EGASB_RESTING_POS","0x00","0x70b0","2","DISABLED","0.000000","320.000000","0.000000","5.000000","0.500000","V"," EGas Resting Position B"," This represents the voltage read from the EGas Throttle Pot when there is no power applied. This value is adjusted at power up if necessary."
"1D_EGAS_DITHERAMOUNT","0x00","0x723b","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas Dither Amount"," EGas Dither Amount"
"1D_EGAS_DITHERPERIOD","0x00","0x723a","1","DISABLED","0.000000","255.000000","0.000000","255.000000","25.000000","-"," EGas Dither Period"," EGas Dither Period in ms"
"1D_EGASA_PERIODRANGE1","0x00","0x7012","2","DISABLED","0.000000","3.276800","0.000000","3.276800","1.000000","ms"," EGas A Period Range 1 (0 up to 3.2 ms)"," Correpsonds to frequencies from infinite Hz down to 310 Hz. ONLY VALID IF RANGE 1 IS SELECTED"
